eid,cycle,firmware
63456,2011-2012,2.4.0
63459,2011-2012,1.7.0
63461,2011-2012,2.3.0
63462,2011-2012,2.4.0
63463,2011-2012,2.4.0
63464,2011-2012,2.3.0
63465,2011-2012,1.5.0
63466,2011-2012,2.4.0
63467,2011-2012,1.5.0
63468,2011-2012,1.8.0
63469,2011-2012,1.9.0
63471,2011-2012,2.5.0
63472,2011-2012,1.9.0
63474,2011-2012,2.4.0
63475,2011-2012,2.2.0
63476,2011-2012,1.7.0
63478,2011-2012,2.0.0
63479,2011-2012,1.8.0
63480,2011-2012,2.3.0
63481,2011-2012,2.4.0
63482,2011-2012,1.9.0
63484,2011-2012,2.5.0
63485,2011-2012,2.4.0
63486,2011-2012,1.7.0
63487,2011-2012,2.5.0
63488,2011-2012,1.5.0
63490,2011-2012,2.5.0
63491,2011-2012,2.4.0
63495,2011-2012,2.3.0
63496,2011-2012,1.5.0
63498,2011-2012,2.4.0
63499,2011-2012,1.7.0
63502,2011-2012,2.3.0
63506,2011-2012,1.9.0
63507,2011-2012,2.5.0
63508,2011-2012,2.5.0
63510,2011-2012,1.8.0
63512,2011-2012,2.2.0
63514,2011-2012,1.9.0
63515,2011-2012,2.4.0
63516,2011-2012,2.3.0
63517,2011-2012,1.5.0
63519,2011-2012,2.4.0
63521,2011-2012,2.0.0
63522,2011-2012,2.2.0
63524,2011-2012,2.0.0
63526,2011-2012,2.4.0
63527,2011-2012,2.2.0
63528,2011-2012,1.5.0
63529,2011-2012,2.5.0
63530,2011-2012,2.4.0
63531,2011-2012,2.5.0
63532,2011-2012,2.2.0
63533,2011-2012,1.7.0
63534,2011-2012,2.4.0
63538,2011-2012,2.4.0
63539,2011-2012,2.3.0
63540,2011-2012,1.9.0
63541,2011-2012,2.4.0
63543,2011-2012,1.7.0
63544,2011-2012,1.9.0
63545,2011-2012,2.4.0
63546,2011-2012,1.5.0
63550,2011-2012,2.3.0
63551,2011-2012,2.3.0
63552,2011-2012,2.5.0
63554,2011-2012,2.4.0
63556,2011-2012,2.4.0
63558,2011-2012,2.0.0
63559,2011-2012,2.4.0
63560,2011-2012,1.9.0
63562,2011-2012,2.4.0
63563,2011-2012,2.4.0
63566,2011-2012,1.5.0
63567,2011-2012,2.4.0
63568,2011-2012,2.5.0
63571,2011-2012,1.8.0
63572,2011-2012,2.2.0
63573,2011-2012,2.4.0
63574,2011-2012,2.2.0
63575,2011-2012,2.4.0
63576,2011-2012,2.4.0
63579,2011-2012,2.4.0
63580,2011-2012,2.4.0
63581,2011-2012,2.2.0
63582,2011-2012,2.3.0
63583,2011-2012,2.0.0
63584,2011-2012,1.5.0
63585,2011-2012,2.4.0
63587,2011-2012,2.3.0
63588,2011-2012,2.3.0
63589,2011-2012,2.2.0
63590,2011-2012,1.9.0
63593,2011-2012,2.3.0
63598,2011-2012,1.7.0
63600,2011-2012,1.7.0
63602,2011-2012,2.5.0
63603,2011-2012,2.5.0
63605,2011-2012,1.9.0
63606,2011-2012,2.4.0
63607,2011-2012,2.4.0
63608,2011-2012,2.5.0
63609,2011-2012,2.3.0
63610,2011-2012,2.4.0
63611,2011-2012,2.5.0
63613,2011-2012,1.7.0
63614,2011-2012,1.9.0
63615,2011-2012,1.7.0
63616,2011-2012,2.4.0
63617,2011-2012,2.2.0
63620,2011-2012,2.3.0
63621,2011-2012,2.4.0
63622,2011-2012,1.9.0
63623,2011-2012,2.2.0
63624,2011-2012,2.2.0
63625,2011-2012,2.3.0
63626,2011-2012,2.2.0
63627,2011-2012,1.5.0
63629,2011-2012,2.2.0
63630,2011-2012,2.3.0
63631,2011-2012,2.4.0
63632,2011-2012,1.9.0
63633,2011-2012,2.4.0
63635,2011-2012,2.5.0
63636,2011-2012,2.4.0
63637,2011-2012,2.4.0
63638,2011-2012,2.3.0
63639,2011-2012,2.1.0
63641,2011-2012,1.7.0
63642,2011-2012,1.7.0
63643,2011-2012,2.4.0
63648,2011-2012,2.4.0
63651,2011-2012,1.7.0
63652,2011-2012,1.5.0
63653,2011-2012,2.5.0
63654,2011-2012,1.9.0
63655,2011-2012,1.8.0
63656,2011-2012,2.4.0
63657,2011-2012,2.4.0
63658,2011-2012,1.8.0
63659,2011-2012,2.0.0
63660,2011-2012,2.4.0
63661,2011-2012,2.4.0
63662,2011-2012,2.5.0
63663,2011-2012,2.2.0
63664,2011-2012,2.4.0
63665,2011-2012,2.5.0
63666,2011-2012,2.4.0
63669,2011-2012,2.4.0
63670,2011-2012,1.8.0
63672,2011-2012,1.9.0
63673,2011-2012,2.5.0
63675,2011-2012,2.4.0
63678,2011-2012,1.9.0
63682,2011-2012,2.4.0
63683,2011-2012,2.4.0
63684,2011-2012,2.5.0
63685,2011-2012,2.2.0
63686,2011-2012,2.5.0
63687,2011-2012,2.3.0
63689,2011-2012,1.5.0
63690,2011-2012,1.7.0
63691,2011-2012,2.4.0
63692,2011-2012,1.5.0
63693,2011-2012,1.7.0
63696,2011-2012,2.3.0
63697,2011-2012,2.4.0
63698,2011-2012,2.5.0
63699,2011-2012,2.0.0
63700,2011-2012,2.4.0
63701,2011-2012,2.4.0
63702,2011-2012,2.5.0
63704,2011-2012,2.4.0
63705,2011-2012,1.9.0
63706,2011-2012,2.3.0
63707,2011-2012,2.5.0
63708,2011-2012,1.7.0
63709,2011-2012,2.4.0
63713,2011-2012,2.2.0
63714,2011-2012,1.5.0
63715,2011-2012,1.5.0
63717,2011-2012,2.4.0
63718,2011-2012,2.4.0
63719,2011-2012,2.4.0
63721,2011-2012,2.2.0
63723,2011-2012,1.5.0
63724,2011-2012,2.3.0
63726,2011-2012,2.4.0
63728,2011-2012,1.7.0
63729,2011-2012,2.4.0
63730,2011-2012,2.5.0
63731,2011-2012,2.4.0
63732,2011-2012,1.9.0
63733,2011-2012,2.5.0
63734,2011-2012,1.9.0
63735,2011-2012,1.8.0
63736,2011-2012,1.8.0
63738,2011-2012,1.9.0
63739,2011-2012,1.8.0
63740,2011-2012,1.9.0
63741,2011-2012,2.3.0
63742,2011-2012,1.5.0
63743,2011-2012,1.5.0
63744,2011-2012,1.9.0
63746,2011-2012,1.8.0
63748,2011-2012,2.5.0
63749,2011-2012,2.2.0
63752,2011-2012,2.4.0
63753,2011-2012,2.5.0
63754,2011-2012,1.5.0
63759,2011-2012,1.8.0
63760,2011-2012,2.4.0
63761,2011-2012,2.3.0
63762,2011-2012,2.4.0
63763,2011-2012,1.9.0
63764,2011-2012,1.9.0
63765,2011-2012,1.5.0
63766,2011-2012,2.2.0
63767,2011-2012,2.2.0
63768,2011-2012,1.9.0
63769,2011-2012,1.7.0
63770,2011-2012,2.4.0
63771,2011-2012,2.5.0
63772,2011-2012,1.9.0
63774,2011-2012,2.3.0
63776,2011-2012,2.5.0
63777,2011-2012,1.7.0
63778,2011-2012,2.3.0
63780,2011-2012,2.1.0
63781,2011-2012,2.5.0
63783,2011-2012,2.5.0
63784,2011-2012,1.5.0
63787,2011-2012,2.5.0
63790,2011-2012,2.4.0
63793,2011-2012,2.0.0
63796,2011-2012,2.2.0
63797,2011-2012,2.4.0
63799,2011-2012,2.2.0
63801,2011-2012,2.0.0
63802,2011-2012,2.1.0
63803,2011-2012,1.7.0
63805,2011-2012,2.4.0
63806,2011-2012,1.9.0
63807,2011-2012,2.2.0
63809,2011-2012,1.9.0
63810,2011-2012,1.8.0
63812,2011-2012,1.5.0
63813,2011-2012,1.8.0
63814,2011-2012,1.9.0
63815,2011-2012,1.5.0
63817,2011-2012,2.4.0
63818,2011-2012,1.9.0
63820,2011-2012,1.5.0
63822,2011-2012,2.4.0
63825,2011-2012,2.2.0
63827,2011-2012,1.5.0
63828,2011-2012,1.9.0
63831,2011-2012,2.2.0
63832,2011-2012,2.4.0
63833,2011-2012,1.5.0
63836,2011-2012,1.9.0
63837,2011-2012,1.8.0
63838,2011-2012,2.5.0
63839,2011-2012,1.9.0
63840,2011-2012,2.5.0
63841,2011-2012,1.7.0
63843,2011-2012,2.4.0
63844,2011-2012,2.2.0
63845,2011-2012,2.4.0
63847,2011-2012,2.4.0
63848,2011-2012,2.3.0
63849,2011-2012,2.2.0
63850,2011-2012,2.2.0
63851,2011-2012,1.8.0
63852,2011-2012,2.5.0
63853,2011-2012,2.2.0
63855,2011-2012,2.4.0
63856,2011-2012,2.4.0
63858,2011-2012,1.7.0
63859,2011-2012,2.4.0
63862,2011-2012,2.4.0
63863,2011-2012,1.9.0
63867,2011-2012,2.3.0
63868,2011-2012,2.0.0
63870,2011-2012,1.9.0
63871,2011-2012,1.5.0
63872,2011-2012,2.2.0
63873,2011-2012,1.5.0
63875,2011-2012,2.4.0
63876,2011-2012,2.3.0
63877,2011-2012,1.5.0
63878,2011-2012,2.3.0
63879,2011-2012,2.0.0
63880,2011-2012,2.2.0
63882,2011-2012,2.2.0
63886,2011-2012,2.4.0
63887,2011-2012,2.4.0
63888,2011-2012,1.5.0
63889,2011-2012,2.4.0
63890,2011-2012,1.9.0
63891,2011-2012,2.4.0
63894,2011-2012,1.9.0
63896,2011-2012,2.4.0
63897,2011-2012,2.4.0
63898,2011-2012,1.5.0
63899,2011-2012,2.4.0
63901,2011-2012,1.8.0
63902,2011-2012,1.5.0
63903,2011-2012,2.5.0
63906,2011-2012,1.7.0
63907,2011-2012,2.5.0
63908,2011-2012,1.9.0
63909,2011-2012,1.5.0
63911,2011-2012,2.4.0
63912,2011-2012,2.3.0
63913,2011-2012,1.9.0
63914,2011-2012,1.5.0
63915,2011-2012,2.5.0
63916,2011-2012,2.4.0
63917,2011-2012,2.5.0
63918,2011-2012,2.0.0
63920,2011-2012,1.5.0
63922,2011-2012,1.9.0
63923,2011-2012,1.9.0
63924,2011-2012,1.7.0
63926,2011-2012,1.7.0
63928,2011-2012,2.4.0
63933,2011-2012,2.0.0
63934,2011-2012,2.5.0
63935,2011-2012,1.9.0
63937,2011-2012,2.5.0
63938,2011-2012,1.5.0
63940,2011-2012,1.9.0
63941,2011-2012,2.2.0
63942,2011-2012,2.0.0
63943,2011-2012,1.8.0
63944,2011-2012,1.9.0
63945,2011-2012,2.2.0
63946,2011-2012,2.2.0
63948,2011-2012,2.5.0
63949,2011-2012,2.3.0
63950,2011-2012,2.4.0
63951,2011-2012,1.8.0
63952,2011-2012,2.2.0
63953,2011-2012,1.5.0
63955,2011-2012,1.8.0
63956,2011-2012,2.4.0
63957,2011-2012,2.3.0
63958,2011-2012,2.5.0
63959,2011-2012,2.5.0
63960,2011-2012,2.4.0
63963,2011-2012,1.7.0
63964,2011-2012,1.5.0
63965,2011-2012,2.3.0
63967,2011-2012,1.8.0
63968,2011-2012,2.5.0
63969,2011-2012,1.8.0
63971,2011-2012,2.4.0
63972,2011-2012,1.8.0
63973,2011-2012,2.4.0
63975,2011-2012,1.5.0
63977,2011-2012,2.2.0
63978,2011-2012,2.5.0
63979,2011-2012,2.4.0
63980,2011-2012,2.4.0
63981,2011-2012,2.3.0
63982,2011-2012,2.5.0
63983,2011-2012,2.5.0
63984,2011-2012,2.2.0
63986,2011-2012,2.5.0
63989,2011-2012,1.9.0
63990,2011-2012,2.4.0
63991,2011-2012,1.9.0
63992,2011-2012,2.5.0
63993,2011-2012,1.5.0
63994,2011-2012,1.5.0
63996,2011-2012,2.4.0
63997,2011-2012,1.7.0
63999,2011-2012,2.3.0
64000,2011-2012,1.9.0
64001,2011-2012,1.8.0
64002,2011-2012,2.4.0
64003,2011-2012,2.4.0
64005,2011-2012,1.5.0
64006,2011-2012,1.5.0
64011,2011-2012,2.3.0
64012,2011-2012,2.5.0
64013,2011-2012,1.7.0
64014,2011-2012,2.3.0
64015,2011-2012,2.2.0
64017,2011-2012,1.9.0
64018,2011-2012,2.1.0
64019,2011-2012,1.7.0
64020,2011-2012,2.4.0
64021,2011-2012,1.9.0
64023,2011-2012,1.5.0
64024,2011-2012,2.4.0
64025,2011-2012,2.2.0
64026,2011-2012,1.5.0
64028,2011-2012,1.9.0
64029,2011-2012,1.5.0
64030,2011-2012,2.3.0
64033,2011-2012,2.2.0
64034,2011-2012,1.8.0
64035,2011-2012,2.2.0
64036,2011-2012,2.4.0
64037,2011-2012,2.2.0
64040,2011-2012,2.5.0
64041,2011-2012,1.5.0
64042,2011-2012,2.0.0
64043,2011-2012,2.4.0
64044,2011-2012,2.3.0
64047,2011-2012,2.3.0
64048,2011-2012,1.5.0
64049,2011-2012,2.2.0
64050,2011-2012,2.4.0
64052,2011-2012,1.7.0
64053,2011-2012,2.0.0
64054,2011-2012,2.4.0
64055,2011-2012,2.4.0
64056,2011-2012,2.4.0
64057,2011-2012,2.2.0
64058,2011-2012,2.4.0
64059,2011-2012,1.5.0
64062,2011-2012,1.5.0
64063,2011-2012,1.9.0
64064,2011-2012,2.2.0
64065,2011-2012,1.8.0
64066,2011-2012,1.8.0
64068,2011-2012,2.5.0
64069,2011-2012,2.4.0
64070,2011-2012,2.4.0
64071,2011-2012,1.8.0
64072,2011-2012,2.2.0
64073,2011-2012,2.5.0
64075,2011-2012,2.4.0
64077,2011-2012,2.3.0
64078,2011-2012,1.8.0
64079,2011-2012,2.5.0
64081,2011-2012,1.9.0
64082,2011-2012,2.5.0
64083,2011-2012,2.0.0
64085,2011-2012,2.2.0
64086,2011-2012,2.4.0
64088,2011-2012,1.8.0
64089,2011-2012,2.4.0
64090,2011-2012,2.5.0
64091,2011-2012,2.4.0
64093,2011-2012,2.3.0
64095,2011-2012,1.7.0
64096,2011-2012,1.8.0
64097,2011-2012,1.5.0
64098,2011-2012,2.4.0
64099,2011-2012,1.8.0
64103,2011-2012,2.3.0
64105,2011-2012,2.2.0
64106,2011-2012,2.5.0
64107,2011-2012,1.9.0
64110,2011-2012,2.4.0
64111,2011-2012,1.9.0
64112,2011-2012,2.3.0
64113,2011-2012,2.0.0
64114,2011-2012,2.5.0
64115,2011-2012,2.4.0
64116,2011-2012,2.4.0
64117,2011-2012,2.1.0
64119,2011-2012,2.4.0
64120,2011-2012,2.4.0
64121,2011-2012,1.9.0
64122,2011-2012,1.7.0
64124,2011-2012,1.5.0
64126,2011-2012,2.3.0
64127,2011-2012,1.7.0
64128,2011-2012,1.5.0
64129,2011-2012,1.8.0
64130,2011-2012,2.4.0
64131,2011-2012,1.9.0
64132,2011-2012,2.4.0
64133,2011-2012,2.5.0
64134,2011-2012,1.8.0
64135,2011-2012,2.3.0
64136,2011-2012,2.2.0
64138,2011-2012,2.2.0
64139,2011-2012,1.9.0
64140,2011-2012,1.5.0
64141,2011-2012,2.5.0
64142,2011-2012,2.2.0
64143,2011-2012,2.4.0
64146,2011-2012,2.4.0
64147,2011-2012,2.3.0
64149,2011-2012,2.3.0
64151,2011-2012,1.8.0
64152,2011-2012,1.7.0
64153,2011-2012,2.1.0
64154,2011-2012,1.7.0
64155,2011-2012,2.4.0
64156,2011-2012,2.2.0
64157,2011-2012,2.4.0
64159,2011-2012,2.5.0
64160,2011-2012,2.3.0
64161,2011-2012,2.4.0
64162,2011-2012,2.4.0
64163,2011-2012,1.9.0
64165,2011-2012,2.3.0
64166,2011-2012,2.4.0
64167,2011-2012,1.8.0
64168,2011-2012,1.5.0
64169,2011-2012,2.3.0
64170,2011-2012,2.4.0
64171,2011-2012,1.8.0
64172,2011-2012,2.4.0
64173,2011-2012,2.4.0
64174,2011-2012,1.7.0
64175,2011-2012,1.9.0
64178,2011-2012,2.2.0
64179,2011-2012,1.5.0
64180,2011-2012,2.4.0
64181,2011-2012,1.9.0
64182,2011-2012,1.5.0
64183,2011-2012,2.3.0
64184,2011-2012,2.5.0
64185,2011-2012,2.4.0
64186,2011-2012,2.5.0
64187,2011-2012,2.5.0
64191,2011-2012,2.5.0
64192,2011-2012,1.9.0
64193,2011-2012,1.9.0
64194,2011-2012,2.0.0
64195,2011-2012,1.9.0
64196,2011-2012,2.4.0
64197,2011-2012,2.4.0
64198,2011-2012,1.9.0
64201,2011-2012,2.2.0
64202,2011-2012,1.9.0
64203,2011-2012,2.4.0
64206,2011-2012,1.8.0
64207,2011-2012,2.4.0
64208,2011-2012,2.3.0
64209,2011-2012,1.8.0
64214,2011-2012,1.7.0
64215,2011-2012,1.8.0
64217,2011-2012,1.5.0
64218,2011-2012,1.9.0
64219,2011-2012,1.9.0
64220,2011-2012,2.2.0
64221,2011-2012,1.5.0
64222,2011-2012,2.2.0
64224,2011-2012,1.8.0
64225,2011-2012,2.5.0
64226,2011-2012,2.4.0
64227,2011-2012,2.5.0
64228,2011-2012,2.4.0
64229,2011-2012,2.4.0
64231,2011-2012,1.5.0
64234,2011-2012,1.7.0
64235,2011-2012,1.9.0
64237,2011-2012,2.0.0
64240,2011-2012,2.3.0
64242,2011-2012,2.4.0
64243,2011-2012,1.8.0
64244,2011-2012,1.8.0
64245,2011-2012,2.4.0
64247,2011-2012,2.3.0
64248,2011-2012,2.4.0
64252,2011-2012,2.2.0
64253,2011-2012,2.2.0
64255,2011-2012,2.4.0
64256,2011-2012,1.9.0
64257,2011-2012,2.1.0
64258,2011-2012,2.3.0
64259,2011-2012,2.0.0
64260,2011-2012,1.9.0
64262,2011-2012,1.7.0
64263,2011-2012,1.5.0
64264,2011-2012,1.9.0
64265,2011-2012,2.5.0
64266,2011-2012,2.4.0
64267,2011-2012,2.4.0
64268,2011-2012,1.8.0
64270,2011-2012,2.5.0
64271,2011-2012,2.2.0
64276,2011-2012,2.3.0
64277,2011-2012,1.7.0
64278,2011-2012,1.9.0
64281,2011-2012,2.5.0
64284,2011-2012,1.9.0
64285,2011-2012,1.8.0
64287,2011-2012,2.4.0
64288,2011-2012,2.3.0
64290,2011-2012,2.0.0
64291,2011-2012,1.9.0
64292,2011-2012,1.5.0
64294,2011-2012,2.4.0
64296,2011-2012,2.5.0
64298,2011-2012,2.4.0
64299,2011-2012,1.5.0
64302,2011-2012,2.4.0
64305,2011-2012,2.3.0
64307,2011-2012,2.4.0
64308,2011-2012,1.5.0
64310,2011-2012,2.4.0
64311,2011-2012,1.9.0
64312,2011-2012,2.3.0
64313,2011-2012,1.7.0
64314,2011-2012,2.0.0
64315,2011-2012,2.5.0
64316,2011-2012,1.8.0
64317,2011-2012,2.2.0
64318,2011-2012,1.7.0
64320,2011-2012,1.5.0
64321,2011-2012,2.5.0
64322,2011-2012,2.3.0
64324,2011-2012,1.9.0
64325,2011-2012,1.5.0
64326,2011-2012,2.2.0
64327,2011-2012,2.4.0
64328,2011-2012,1.9.0
64329,2011-2012,1.8.0
64330,2011-2012,2.5.0
64331,2011-2012,1.8.0
64333,2011-2012,1.5.0
64334,2011-2012,1.7.0
64335,2011-2012,2.4.0
64336,2011-2012,2.4.0
64337,2011-2012,2.4.0
64339,2011-2012,2.3.0
64341,2011-2012,2.5.0
64342,2011-2012,2.3.0
64343,2011-2012,2.4.0
64344,2011-2012,2.5.0
64347,2011-2012,1.9.0
64348,2011-2012,2.5.0
64349,2011-2012,2.2.0
64350,2011-2012,2.5.0
64351,2011-2012,1.8.0
64354,2011-2012,2.5.0
64356,2011-2012,1.5.0
64359,2011-2012,1.8.0
64360,2011-2012,2.5.0
64361,2011-2012,1.9.0
64362,2011-2012,2.4.0
64363,2011-2012,2.2.0
64364,2011-2012,1.9.0
64367,2011-2012,2.4.0
64368,2011-2012,1.5.0
64369,2011-2012,2.2.0
64370,2011-2012,2.5.0
64371,2011-2012,2.4.0
64372,2011-2012,2.4.0
64373,2011-2012,2.0.0
64374,2011-2012,1.8.0
64375,2011-2012,1.9.0
64376,2011-2012,2.0.0
64377,2011-2012,1.9.0
64378,2011-2012,2.2.0
64379,2011-2012,1.5.0
64380,2011-2012,2.4.0
64381,2011-2012,2.5.0
64382,2011-2012,1.8.0
64383,2011-2012,2.2.0
64386,2011-2012,2.4.0
64387,2011-2012,2.4.0
64388,2011-2012,1.5.0
64389,2011-2012,2.3.0
64390,2011-2012,2.4.0
64391,2011-2012,2.1.0
64392,2011-2012,1.9.0
64395,2011-2012,2.0.0
64396,2011-2012,2.4.0
64397,2011-2012,2.4.0
64399,2011-2012,1.9.0
64400,2011-2012,2.4.0
64401,2011-2012,2.1.0
64402,2011-2012,1.9.0
64403,2011-2012,2.4.0
64404,2011-2012,2.2.0
64406,2011-2012,2.4.0
64408,2011-2012,1.9.0
64409,2011-2012,1.8.0
64410,2011-2012,2.2.0
64412,2011-2012,1.5.0
64413,2011-2012,1.9.0
64415,2011-2012,2.3.0
64416,2011-2012,2.4.0
64418,2011-2012,2.4.0
64419,2011-2012,2.3.0
64420,2011-2012,2.4.0
64422,2011-2012,1.9.0
64423,2011-2012,1.5.0
64425,2011-2012,1.7.0
64427,2011-2012,1.8.0
64428,2011-2012,1.7.0
64430,2011-2012,2.5.0
64432,2011-2012,1.7.0
64433,2011-2012,2.0.0
64434,2011-2012,2.0.0
64435,2011-2012,2.2.0
64436,2011-2012,1.9.0
64437,2011-2012,2.4.0
64438,2011-2012,2.5.0
64439,2011-2012,1.5.0
64440,2011-2012,2.3.0
64444,2011-2012,1.8.0
64446,2011-2012,2.4.0
64447,2011-2012,2.4.0
64449,2011-2012,1.7.0
64450,2011-2012,1.9.0
64451,2011-2012,2.5.0
64455,2011-2012,1.7.0
64456,2011-2012,1.5.0
64459,2011-2012,2.5.0
64460,2011-2012,2.5.0
64461,2011-2012,2.5.0
64463,2011-2012,2.4.0
64465,2011-2012,2.4.0
64466,2011-2012,2.5.0
64468,2011-2012,1.8.0
64469,2011-2012,1.5.0
64470,2011-2012,2.2.0
64472,2011-2012,2.4.0
64473,2011-2012,1.5.0
64474,2011-2012,2.4.0
64475,2011-2012,2.4.0
64477,2011-2012,2.4.0
64478,2011-2012,2.5.0
64479,2011-2012,2.4.0
64481,2011-2012,1.8.0
64484,2011-2012,1.7.0
64485,2011-2012,2.5.0
64487,2011-2012,2.4.0
64489,2011-2012,2.4.0
64490,2011-2012,2.3.0
64491,2011-2012,2.4.0
64493,2011-2012,2.4.0
64494,2011-2012,2.5.0
64495,2011-2012,1.9.0
64497,2011-2012,2.4.0
64498,2011-2012,2.2.0
64499,2011-2012,1.7.0
64500,2011-2012,2.2.0
64501,2011-2012,2.5.0
64503,2011-2012,1.9.0
64504,2011-2012,2.4.0
64505,2011-2012,2.5.0
64506,2011-2012,2.5.0
64507,2011-2012,1.8.0
64508,2011-2012,2.4.0
64509,2011-2012,2.2.0
64510,2011-2012,1.5.0
64511,2011-2012,1.9.0
64512,2011-2012,1.9.0
64514,2011-2012,1.9.0
64515,2011-2012,1.7.0
64518,2011-2012,2.4.0
64520,2011-2012,2.4.0
64521,2011-2012,2.5.0
64523,2011-2012,2.5.0
64525,2011-2012,2.4.0
64528,2011-2012,1.9.0
64529,2011-2012,2.4.0
64530,2011-2012,1.8.0
64532,2011-2012,2.4.0
64533,2011-2012,2.4.0
64534,2011-2012,2.0.0
64535,2011-2012,2.4.0
64536,2011-2012,2.5.0
64538,2011-2012,1.7.0
64539,2011-2012,2.4.0
64544,2011-2012,1.9.0
64545,2011-2012,2.5.0
64548,2011-2012,2.4.0
64549,2011-2012,2.2.0
64550,2011-2012,2.4.0
64551,2011-2012,1.7.0
64552,2011-2012,1.9.0
64553,2011-2012,1.8.0
64558,2011-2012,2.4.0
64559,2011-2012,2.0.0
64562,2011-2012,2.5.0
64564,2011-2012,2.3.0
64566,2011-2012,1.5.0
64567,2011-2012,2.5.0
64569,2011-2012,2.2.0
64571,2011-2012,1.8.0
64572,2011-2012,1.8.0
64573,2011-2012,1.5.0
64574,2011-2012,1.9.0
64575,2011-2012,2.4.0
64576,2011-2012,2.4.0
64580,2011-2012,1.7.0
64581,2011-2012,2.4.0
64583,2011-2012,1.7.0
64584,2011-2012,2.3.0
64587,2011-2012,1.8.0
64589,2011-2012,1.9.0
64590,2011-2012,1.8.0
64591,2011-2012,1.5.0
64592,2011-2012,2.4.0
64594,2011-2012,2.4.0
64596,2011-2012,1.7.0
64597,2011-2012,1.9.0
64598,2011-2012,2.1.0
64599,2011-2012,1.8.0
64600,2011-2012,2.4.0
64602,2011-2012,1.9.0
64603,2011-2012,2.4.0
64604,2011-2012,2.5.0
64606,2011-2012,2.5.0
64607,2011-2012,2.4.0
64608,2011-2012,2.4.0
64609,2011-2012,2.4.0
64610,2011-2012,2.4.0
64611,2011-2012,1.5.0
64612,2011-2012,2.4.0
64613,2011-2012,2.4.0
64614,2011-2012,1.8.0
64615,2011-2012,1.9.0
64616,2011-2012,1.5.0
64617,2011-2012,2.4.0
64619,2011-2012,2.4.0
64620,2011-2012,2.4.0
64621,2011-2012,2.5.0
64622,2011-2012,2.0.0
64625,2011-2012,2.4.0
64627,2011-2012,1.7.0
64628,2011-2012,2.3.0
64629,2011-2012,1.9.0
64632,2011-2012,2.4.0
64634,2011-2012,2.5.0
64635,2011-2012,2.2.0
64636,2011-2012,1.8.0
64637,2011-2012,2.2.0
64639,2011-2012,2.3.0
64640,2011-2012,1.5.0
64642,2011-2012,2.2.0
64643,2011-2012,2.4.0
64644,2011-2012,2.5.0
64646,2011-2012,2.4.0
64648,2011-2012,2.3.0
64650,2011-2012,1.9.0
64651,2011-2012,2.2.0
64652,2011-2012,2.5.0
64654,2011-2012,2.5.0
64655,2011-2012,2.5.0
64661,2011-2012,1.9.0
64662,2011-2012,2.5.0
64663,2011-2012,2.3.0
64664,2011-2012,2.4.0
64665,2011-2012,1.9.0
64667,2011-2012,1.5.0
64669,2011-2012,2.5.0
64671,2011-2012,1.8.0
64672,2011-2012,1.5.0
64673,2011-2012,2.2.0
64674,2011-2012,2.5.0
64675,2011-2012,2.0.0
64676,2011-2012,2.5.0
64679,2011-2012,1.8.0
64680,2011-2012,2.4.0
64681,2011-2012,1.7.0
64682,2011-2012,2.4.0
64684,2011-2012,1.5.0
64685,2011-2012,2.4.0
64687,2011-2012,2.5.0
64689,2011-2012,2.3.0
64690,2011-2012,1.9.0
64694,2011-2012,2.5.0
64695,2011-2012,2.4.0
64696,2011-2012,2.1.0
64697,2011-2012,2.5.0
64698,2011-2012,2.4.0
64699,2011-2012,1.8.0
64701,2011-2012,2.5.0
64703,2011-2012,1.9.0
64704,2011-2012,1.7.0
64705,2011-2012,1.9.0
64706,2011-2012,2.5.0
64707,2011-2012,2.3.0
64708,2011-2012,1.8.0
64709,2011-2012,2.5.0
64711,2011-2012,1.5.0
64712,2011-2012,1.7.0
64713,2011-2012,2.0.0
64714,2011-2012,1.9.0
64715,2011-2012,1.8.0
64718,2011-2012,2.4.0
64719,2011-2012,1.8.0
64720,2011-2012,2.5.0
64721,2011-2012,1.5.0
64722,2011-2012,1.7.0
64723,2011-2012,2.2.0
64725,2011-2012,2.4.0
64727,2011-2012,1.9.0
64728,2011-2012,2.5.0
64729,2011-2012,2.2.0
64730,2011-2012,1.9.0
64731,2011-2012,2.5.0
64732,2011-2012,1.8.0
64733,2011-2012,2.5.0
64734,2011-2012,2.5.0
64736,2011-2012,2.3.0
64737,2011-2012,1.8.0
64738,2011-2012,1.9.0
64739,2011-2012,2.4.0
64741,2011-2012,2.5.0
64742,2011-2012,1.5.0
64743,2011-2012,1.9.0
64745,2011-2012,1.5.0
64746,2011-2012,2.4.0
64750,2011-2012,2.3.0
64751,2011-2012,2.0.0
64752,2011-2012,2.3.0
64753,2011-2012,1.9.0
64754,2011-2012,2.0.0
64756,2011-2012,2.5.0
64757,2011-2012,1.8.0
64758,2011-2012,2.2.0
64759,2011-2012,1.8.0
64761,2011-2012,2.3.0
64762,2011-2012,1.8.0
64763,2011-2012,2.5.0
64764,2011-2012,1.9.0
64765,2011-2012,2.4.0
64767,2011-2012,2.5.0
64768,2011-2012,2.4.0
64769,2011-2012,2.4.0
64770,2011-2012,1.9.0
64771,2011-2012,1.7.0
64773,2011-2012,2.4.0
64775,2011-2012,2.2.0
64776,2011-2012,2.3.0
64777,2011-2012,1.9.0
